adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
,,,,,4.0,,,1990-11-08,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,13.0,13.0,6-5,,,,,,,,,,,,,,,,,,,Spencer Long,,,,,,,,,,LongSp00,C/lg,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,,NYJ,,,,,,,,,,318,,,,,,,,,,-2.0,
,,,,,,,,1990-11-08,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,6-5,,,,,,,,,,,,,,,,,,,Spencer Long,,,,,,,,,,LongSp00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,,BUF,,,,,,,,,,318,,,,,,,,,,,
,,,,14.0,20.0,0.0,,1990-11-08,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,66.0,44.0,6-5,,,,,,0.0,12.0,1.0,,,,,12.0,,,,,,Spencer Long,,,,,,,,,,LongSp00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,1.0,,,,,,,,,,,318,,,,,,12.0,,,,2.0,
,,,,,9.0,14,,1989-12-20,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,6-2,,,,,,,,,,,,,,,,,,,Star Lotulelei,,,,,,,,,,LotuSt00,RDT,,,,,,,,,,,,,,,,,,,,,,3.0,,2013,34,CAR,,,,,,,,,,315,,,,,,,,,,,
,,,,,6.0,8,,1989-12-20,,,,,,,,,,,,,,,,,,,,,,14.0,13.0,6-2,,,0.0,0.0,,,,,,,,0.0,,,,,,,Star Lotulelei,,,,1.0,,,,,,LotuSt00,dt/rdt,,,,,,,,,,,,,,,,,,,,,,2.0,,2014,21,CAR,,,,,,,,,,315,,,,,,,,,,,0.0
,,,,,6.0,9,,1989-12-20,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,14.0,14.0,6-2,,,0.0,0.0,,,,,,,,0.0,,,,,,,Star Lotulelei,,,,2.0,,,,,,LotuSt00,LDT,,,,,,,,,,,,,,,,,,,,,,1.0,,2015,13,CAR,,,,,,,,,,315,,,,,,,,,,0.0,0.0
,,,,,7.0,12,,1989-12-20,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,16.0,16.0,6-2,,,0.0,0.0,,,,,,,,0.0,,,,,,,Star Lotulelei,,,,1.0,,,,,,LotuSt00,LDT,,,,,,,,,,,,,,,,,,,,,,4.0,,2016,14,CAR,,,,,,,,,,315,,,,,,,,,,0.0,0.0
,,,,,6.0,19,,1989-12-20,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,16.0,16.0,6-2,,,0.0,0.0,,,,,,,,0.0,,,,,,,Star Lotulelei,,,,1.0,,,,,,LotuSt00,DT,,,,,,,,,,,,,,,,,,,,,,1.5,,2017,6,CAR,,,,,,,,,,315,,,,,,,,,,0.0,0.0
,,,,,7.0,7,,1989-12-20,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,6-2,,,0.0,0.0,,,,,,,,0.0,,,,,,,Star Lotulelei,,,,1.0,,,,,,LotuSt00,dt/ldt/RDT,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,10,BUF,,,,,,,,,,315,,,,,,,,,,,0.0
,,,,,,7,,1989-12-20,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,6-2,,,1.0,0.0,,,,,,,,0.0,,,,,,,Star Lotulelei,,,,1.0,,,,,,LotuSt00,DT,,,,,,,,,,,,,,,,,,,,,,2.0,,2019,11,BUF,,,,,,,,,,315,,,,,,,,,,,0.0
,,,,,41.0,76,,1989-12-20,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,,107.0,106.0,6-2,,,1.0,0.0,,,,,,,,0.0,,,,,,,Star Lotulelei,,,,7.0,,,,,,LotuSt00,,,,,,,,,,,,,,,,,,,,,,,13.5,,Career,109,,,,,,,,,,,315,,,,,,,,,,0.0,0.0
,,,,0.0,0.0,,,1992-07-25,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,6-1,,,,,,,,,,,,,,,,0.0,,,Dean Marlowe,,,,,,,,,,MarlDe00,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,2015,,CAR,,,,,,,,,,208,,,,,,,,0.0,,,
,,,,,0.0,,,1992-07-25,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,6-1,,,,,,,,,,,,,,,,,,,Dean Marlowe,,,,,,,,,,MarlDe00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2016,,CAR,,,,,,,,,,208,,,,,,,,,,,
,,,,,0.0,1.0,,1992-07-25,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,6-1,,,0.0,0.0,,,,,,,,0.0,,,,,,,Dean Marlowe,,,,1.0,,,,,,MarlDe00,ss,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,4.0,BUF,,,,,,,,,,208,,,,,,,,,,,0.0
,,,,,,0.0,,1992-07-25,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,6-1,,,0.0,0.0,,,,,,,,0.0,,,,,,,Dean Marlowe,,,,1.0,,,,,,MarlDe00,s,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,5.0,BUF,,,,,,,,,,208,,,,,,,,,,,0.0
,,,,0.0,0.0,1.0,,1992-07-25,,,,,,,,,,,,,,,,,,,,,,15.0,3.0,6-1,,,0.0,0.0,,,,,,,,0.0,,,,0.0,,,Dean Marlowe,,,,2.0,,,,,,MarlDe00,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,Career,9.0,,,,,,,,,,,208,,,,,,,,0.0,,,0.0
,,,,266.0,0.0,,,1995-04-09,,30.8,,,,,,,,,,,,,,,6,0.0,3.0,0.0,,11.0,0.0,5-8,,,,,,0.0,50.0,3.0,,,,,21.0,,,44.0,14,4,Isaiah McKenzie,,,,,,,,,,McKeIs00,,0.0,183.0,21.0,,,,0,29,2.6,7.3,4,0.4,1,0.1,0,4,4.0,0.4,0,,,0.0,,2017,,DEN,,,13,,,,5,,,173,33,,,,,16.7,,8.7,6.6,0.0,
,,,,582.0,2.0,,,1995-04-09,,60.0,,,,,,,,,,,,,,,2,0.0,1.0,0.0,,8.0,1.0,5-8,,,,,,0.0,237.0,12.0,,,,,33.0,,,21.0,23,15,Isaiah McKenzie,,,,,,,,,,McKeIs00,,0.0,100.0,16.0,,,,0,179,22.4,9.9,18,2.3,10,1.3,2,66,6.6,8.3,2,,,0.0,,2018,,2TM,,,30,,,,28,,,173,245,,,,,19.8,,6.3,8.8,0.0,
,,,,569.0,2.0,,,1995-04-09,,,,,,,,,,,,,,,,,2,0.0,1.0,0.0,,7.0,1.0,5-8,,,,,,0.0,237.0,12.0,,,,,33.0,,,21.0,23,15,Isaiah McKenzie,,,,,,,,,,McKeIs00,wr,0.0,87.0,14.0,,,,0,179,25.6,9.9,18,2.6,10,1.4,2,66,6.6,9.4,2,,,0.0,,,,BUF,,,30,,,,28,,,173,245,,,,,19.8,,6.2,8.8,0.0,
,,,,,,,,1995-04-09,,73.5,,,,,,,,,,,,,,,0,,,,,14.0,7.0,5-8,,,,,,,,,,,,,,,,,46,10,Isaiah McKenzie,,,,,,,,,,McKeIs00,wr,,,,,,,1,247,17.6,9.9,25,1.8,6,0.4,0,19,3.2,1.4,1,,,,,2019,,BUF,,,34,,,,31,,,173,266,,,,,,,,8.6,,
,,,,1114.0,2.0,,,1995-04-09,,61.0,,,,,,,,,,,,,,,8,0.0,4.0,0.0,,33.0,8.0,5-8,,,,,,0.0,287.0,15.0,,,,,33.0,,,44.0,46,15,Isaiah McKenzie,,,,,,,,,,McKeIs00,,0.0,283.0,37.0,,,,1,455,13.8,9.7,47,1.4,17,0.5,2,89,5.2,2.7,3,,,0.0,,Career,,,,,77,,,,64,,,173,544,,,,,19.1,,7.6,8.5,0.0,
,,,,,4.0,14,,1994-07-28,,,,,,,,,,,,,,,,,0,1,1,1,,16.0,5.0,6-0,,,1,0,,,,,,,,15,,,,,,,Matt Milano,,,,2,,,,,,MilaMa00,lb,,,,,,,,,,,,,,,,,,,,,,0.0,,2017,29,BUF,,,,,,,,,,223,,,,,,,,,,40,15
,,,,,9.0,26,,1994-07-28,,,,,,,,,,,,,,,,,0,0,3,0,,13.0,13.0,6-0,,,3,0,,,,,,,,29,,,,,,,Matt Milano,,,,7,,,,,,MilaMa00,LB,,,,,,,,,,,,,,,,,,,,,,1.0,,2018,52,BUF,,,,,,,,,,223,,,,,,,,,,0,41
,,,,,,35,,1994-07-28,,,,,,,,,,,,,,,,,0,1,1,0,,14.0,14.0,6-0,,,0,0,,,,,,,,0,,,,,,,Matt Milano,,,,9,,,,,,MilaMa00,LB,,,,,,,,,,,,,,,,,,,,,,1.5,,2019,64,BUF,,,,,,,,,,223,,,,,,,,,,0,0
,,,,,13.0,75,,1994-07-28,,,,,,,,,,,,,,,,,0,2,5,1,,43.0,32.0,6-0,,,4,0,,,,,,,,29,,,,,,,Matt Milano,,,,18,,,,,,MilaMa00,,,,,,,,,,,,,,,,,,,,,,,2.5,,Career,145,,,,,,,,,,,223,,,,,,,,,,40,56
,,,,,4.0,11,,1990-12-22,,,,,,,,,,,,,,,,,0,2,1,0,,15.0,8.0,6-6,,,0.0,0.0,,,,,,,,0.0,,,,,,,Trent Murphy,,,,1.0,,,,,,MurpTr00,ROLB,,,,,,,,,,,,,,,,,,,,,,2.5,,2014,22,WAS,,,,,,,,,,260,,,,,,,,,,0,0.0
,,,,,7.0,20,,1990-12-22,,,,,,,,,,,,,,,,,0,1,2,0,,16.0,15.0,6-6,,,,,,,,,,,,,,,,,,,Trent Murphy,,,,,,,,,,MurpTr00,LB,,,,,,,,,,,,,,,,,,,,,,3.5,,2015,12,WAS,,,,,,,,,,260,,,,,,,,,,0,
,,,,,2.0,19,,1990-12-22,,,,,,,,,,,,,,,,,0,3,1,0,,16.0,0.0,6-6,,,0.0,0.0,,,,,,,,0.0,,,,,,,Trent Murphy,,,,1.0,,,,,,MurpTr00,,,,,,,,,,,,,,,,,,,,,,,9.0,,2016,27,WAS,,,,,,,,,,260,,,,,,,,,,7,0.0
,,,,,6.0,10,,1990-12-22,,,,,,,,,,,,,,,,,0,2,1,0,,13.0,10.0,6-6,,,0.0,0.0,,,,,,,,0.0,,,,,,,Trent Murphy,,,,1.0,,,,,,MurpTr00,DE,,,,,,,,,,,,,,,,,,,,,,4.0,,2018,14,BUF,,,,,,,,,,260,,,,,,,,,,0,0.0
,,,,,,11,,1990-12-22,,,,,,,,,,,,,,,,,0,2,2,0,,15.0,15.0,6-6,,,1.0,0.0,,,,,,,,0.0,,,,,,,Trent Murphy,,,,3.0,,,,,,MurpTr00,DE,,,,,,,,,,,,,,,,,,,,,,3.0,,2019,22,BUF,,,,,,,,,,260,,,,,,,,,,8,0.0
,,,,,19.0,71,,1990-12-22,,,,,,,,,,,,,,,,,0,10,7,0,,75.0,48.0,6-6,,,1.0,0.0,,,,,,,,0.0,,,,,,,Trent Murphy,,,,6.0,,,,,,MurpTr00,,,,,,,,,,,,,,,,,,,,,,,22.0,,Career,97,,,,,,,,,,,260,,,,,,,,,,15,0.0
,,,,,1.0,1,,1994-08-04,,,,,,,,,,,,,,,,,0,1,1,0,,16.0,0.0,6-0,,,,,,,,,,,,,,,,,,,Siran Neal,,,,,,,,,,NealSi00,,,,,,,,,,,,,,,,,,,,,,,1.0,,2018,10,BUF,,,,,,,,,,206,,,,,,,,,,0,
,,,,,,6,,1994-08-04,,,,,,,,,,,,,,,,,0,1,0,0,,14.0,1.0,6-0,,,,,,,,,,,,,,,,,,,Siran Neal,,,,,,,,,,NealSi00,s,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,15,BUF,,,,,,,,,,206,,,,,,,,,,0,
,,,,,1.0,7,,1994-08-04,,,,,,,,,,,,,,,,,0,2,1,0,,30.0,1.0,6-0,,,,,,,,,,,,,,,,,,,Siran Neal,,,,,,,,,,NealSi00,,,,,,,,,,,,,,,,,,,,,,,1.0,,Career,25,,,,,,,,,,,206,,,,,,,,,,0,
,,,,,,18,,1997-12-12,,,,,,,,,,,,,,,,,0,1,0,0,,15.0,7.0,6-1,,,0,0,,,,,,,,0,,,,,,,Ed Oliver,,,,2,,,,,,OlivEd00,dt,,,,,,,,,,,,,,,,,,,,,,5.0,,2019,21,BUF,,,,,,,,,,287,,,,,,,,,,0,0
,,,,,,18,,1997-12-12,,,,,,,,,,,,,,,,,0,1,0,0,,15.0,7.0,6-1,,,0,0,,,,,,,,0,,,,,,,Ed Oliver,,,,2,,,,,,OlivEd00,,,,,,,,,,,,,,,,,,,,,,,5.0,,Career,21,,,,,,,,,,,287,,,,,,,,,,0,0
,,,,87,0.0,2.0,,1991-09-19,,100.0,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,,16.0,0.0,6-0,,,,,,0,88,4,,,,,21,,,,-1.0,0.0,Senorise Perry,,,,,,,,,,PerrSe00,,,,,,,,0.0,-1.0,-0.1,-1.0,1.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,2014,8.0,CHI,,,1.0,,,,1.0,,,210,-1.0,,,,,22.0,,,-1.0,0.0,
,,,,237,0.0,,,1991-09-19,,100.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,16.0,0.0,6-0,,,,,,0,202,10,,,,,37,,,,3.0,12.0,Senorise Perry,,,,,,,,,,PerrSe00,,,,,,,,0.0,3.0,0.2,3.0,1.0,0.1,8.0,0.5,0.0,30.0,3.8,1.9,0.0,,,0.0,1.0,2017,,MIA,,,1.0,,,,9.0,,,210,33.0,,,,,20.2,,,3.7,2.0,
,,,,490,0.0,5.0,,1991-09-19,,100.0,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,,58.0,,6-0,,,,,,0,456,23,,,,,37,,,,3.0,12.0,Senorise Perry,,,,,,,,,,PerrSe00,,,,,,,,0.0,2.0,0.0,1.0,2.0,0.0,8.0,0.1,0.0,30.0,3.8,0.5,0.0,,,0.0,1.0,Career,17.0,,,,2.0,,,,10.0,,,210,32.0,,,,,19.8,,,3.2,2.0,
,,,,164,0.0,3.0,,1991-09-19,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,16.0,0.0,6-0,,,,,,0,164,8,,,,,32,,,,,,Senorise Perry,,,,,,,,,,PerrSe00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,9.0,MIA,,,,,,,,,,210,,,,,,20.5,,,,0.0,
,,,,2,,,,1991-09-19,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,6-0,,,,,,0,2,1,,,,,2,,,,,,Senorise Perry,,,,,,,,,,PerrSe00,,,,,,,,,,,,,,,,,,,,,,,,,2019,,BUF,,,,,,,,,,210,,,,,,2.0,,,,,
,,,,,3.0,5,,1992-09-21,,,,,,,,,,,,,,,,,,,,,,15.0,4.0,6-6,,,0.0,0.0,,,,,,,,0.0,,,,,,,Jordan Phillips,,,,4.0,,,,,,PhilJo01,dt,,,,,,,,,,,,,,,,,,,,,,2.0,,2015,14,MIA,,,,,,,,,,341,,,,,,,,,,,0.0
,,,,,5.0,10,,1992-09-21,,,,,,,,,,,,,,,,,,,,,,16.0,11.0,6-6,,,1.0,0.0,,,,,,,,17.0,,,,,,,Jordan Phillips,,,,3.0,,,,,,PhilJo01,de/DT,,,,,,,,,,,,,,,,,,,,,,0.5,,2016,13,MIA,,,,,,,,,,341,,,,,,,,,,,17.0
,,,,,5.0,6,,1992-09-21,,,,,,,,,,,,,,,,,,,,,,13.0,11.0,6-6,,,0.0,0.0,,,,,,,,0.0,,,,,,,Jordan Phillips,,,,3.0,,,,,,PhilJo01,DT/rdt,,,,,,,,,,,,,,,,,,,,,,2.0,,2017,10,MIA,,,,,,,,,,341,,,,,,,,,,,0.0
,,,,,2.0,9,,1992-09-21,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,16.0,0.0,6-6,,,0.0,0.0,,,,,,,,0.0,,,,,,,Jordan Phillips,,,,4.0,,,,,,PhilJo01,,,,,,,,,,,,,,,,,,,,,,,1.0,,2018,15,2TM,,,,,,,,,,341,,,,,,,,,,0.0,0.0
,,,,,2.0,7,,1992-09-21,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,12.0,0.0,6-6,,,0.0,0.0,,,,,,,,0.0,,,,,,,Jordan Phillips,,,,3.0,,,,,,PhilJo01,,,,,,,,,,,,,,,,,,,,,,,0.0,,,12,BUF,,,,,,,,,,341,,,,,,,,,,0.0,0.0
,,,,,,5,,1992-09-21,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,15.0,8.0,6-6,,,,,,,,,,,,,,,,,,,Jordan Phillips,,,,,,,,,,PhilJo01,DT,,,,,,,,,,,,,,,,,,,,,,9.5,,2019,24,BUF,,,,,,,,,,341,,,,,,,,,,0.0,
,,,,,15.0,35,,1992-09-21,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,75.0,34.0,6-6,,,1.0,0.0,,,,,,,,17.0,,,,,,,Jordan Phillips,,,,14.0,,,,,,PhilJo01,,,,,,,,,,,,,,,,,,,,,,,15.0,,Career,76,,,,,,,,,,,341,,,,,,,,,,0.0,17.0
,,,,42.0,1.0,6,,1991-04-25,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,,16.0,0.0,6-0,,,,,,0.0,14.0,1.0,,,,,14.0,,,8.0,,0.0,Jordan Poyer,,,,,,,,,,PoyeJo00,,0.0,28.0,7.0,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,2014,16,CLE,,,,,,,0.0,,,191,0.0,,,,,14.0,,4.0,,0.0,
,,,,,3.0,12,,1991-04-25,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,14.0,4.0,6-0,,,2.0,0.0,,,,,,,,12.0,,,,,,10.0,Jordan Poyer,,,,4.0,,,,,,PoyeJo00,fs/ss,,,,,,,,,,,,,1.0,0.1,0.0,10.0,10.0,0.7,0.0,,,1.0,,2015,25,CLE,,,,,,,1.0,,,191,10.0,,,,,,,,10.0,4.0,24.0
,,,,272.0,19.0,123,,1991-04-25,,,,,,,,,,,,,,,,,1.0,5.0,6.0,0.0,,94.0,56.0,6-0,,,13.0,1.0,,0.0,14.0,1.0,,,,19.0,14.0,,,38.0,,10.0,Jordan Poyer,,,,28.0,,,,,,PoyeJo00,,0.0,144.0,17.0,,,,,,,,,,1.0,0.0,0.0,10.0,10.0,0.1,0.0,,,6.0,,Career,290,,,,,,,,1.0,,,191,10.0,,,,,14.0,,8.5,10.0,36.0,68.0
,,,,114.0,0.0,1,,1991-04-25,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,6-0,,,,,,,,,,,,,,,,38.0,,,Jordan Poyer,,,,,,,,,,PoyeJo00,,0.0,114.0,8.0,,,,,,,,,,,,,,,,,,,0.0,,2013,20,2TM,,,,,,,,,,191,,,,,,,,14.3,,,
,,,,114.0,0.0,0,,1991-04-25,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,6-0,,,,,,,,,,,,,,,,38.0,,,Jordan Poyer,,,,,,,,,,PoyeJo00,,0.0,114.0,8.0,,,,,,,,,,,,,,,,,,,0.0,,,18,CLE,,,,,,,,,,191,,,,,,,,14.3,,,
,,,,2.0,2.0,9,,1991-04-25,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6-0,,,0.0,0.0,,,,,,,,0.0,,,,2.0,,,Jordan Poyer,,,,2.0,,,,,,PoyeJo00,fs,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,2016,27,CLE,,,,,,,,,,191,,,,,,,,1.0,,,0.0
,,,,,5.0,32,,1991-04-25,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,15.0,15.0,6-0,,,5.0,1.0,,,,,,,,19.0,,,,,,,Jordan Poyer,,,,13.0,,,,,,PoyeJo00,FS,,,,,,,,,,,,,,,,,,,,,,2.0,,2017,63,BUF,,,,,,,,,,191,,,,,,,,,,32.0,33.0
,,,,,8.0,27,,1991-04-25,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,16.0,16.0,6-0,,,4.0,0.0,,,,,,,,11.0,,,,,,,Jordan Poyer,,,,6.0,,,,,,PoyeJo00,FS,,,,,,,,,,,,,,,,,,,,,,2.0,,2018,73,BUF,,,,,,,,,,191,,,,,,,,,,0.0,11.0
,,,,,,36,,1991-04-25,,,,,,,,,,,,,,,,,0.0,3.0,3.0,0.0,,15.0,15.0,6-0,,,2.0,0.0,,,,,,,,0.0,,,,,,,Jordan Poyer,,,,3.0,,,,,,PoyeJo00,S,,,,,,,,,,,,,,,,,,,,,,1.0,,2019,66,BUF,,,,,,,,,,191,,,,,,,,,,0.0,0.0
,,,,896.0,2.0,,,1988-01-09,,49.0,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,15.0,2.0,5-11,,,,,,0.0,326.0,14.0,,,,,47.0,,,25.0,74,,Andre Roberts,,,,,,,,,,RobeAn00,wr,0.0,263.0,35.0,,,,2,307,20.5,12.8,24,1.6,,,,,,,2,,,0.0,,2010,,ARI,,,49,,,,24,,,195,307,,,,,23.3,,7.5,12.8,0.0,
,,,,643.0,4.0,0.0,,1988-01-09,,52.0,,,,,,,,,,,,,,,1,0.0,2.0,0.0,,16.0,16.0,5-11,,,,,,0.0,33.0,2.0,,,,,21.0,,,0.0,45,12.0,Andre Roberts,,,,,,,,,,RobeAn00,WR,0.0,-3.0,2.0,,,,2,586,36.6,11.5,51,3.2,3.0,0.2,0.0,27.0,9.0,1.7,2,,,0.0,,2011,6.0,ARI,,,98,,,,54,,,195,613,,,,,16.5,,-1.5,11.4,0.0,
,,,,803.0,5.0,,,1988-01-09,,56.1,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,15.0,15.0,5-11,,,,,,,,,,,,,,,,10.0,46,15.0,Andre Roberts,,,,,,,,,,RobeAn00,WR,0.0,15.0,3.0,,,,5,759,50.6,11.9,64,4.3,4.0,0.3,0.0,29.0,7.3,1.9,5,,,0.0,,2012,,ARI,,,114,,,,68,,,195,788,,,,,,,5.0,11.6,0.0,
,,,,,4.0,,,1988-01-09,,56.6,,,,,,,,,,,,,,,0,,,,,16.0,2.0,5-11,,,,,,,,,,,,,,,,,34,,Andre Roberts,,,,,,,,,,RobeAn00,wr,,,,,,,2,471,29.4,11.0,43,2.7,,,,,,,2,,,,,2013,,ARI,,,76,,,,43,,,195,471,,,,,,,,11.0,,
,,,,1392.0,3.0,0.0,,1988-01-09,,49.3,,,,,,,,,,,,,,,4,0.0,2.0,0.0,,16.0,4.0,5-11,,,,,,0.0,710.0,30.0,,,,,45.0,,,37.0,61,19.0,Andre Roberts,,,,,,,,,,RobeAn00,wr,0.0,208.0,28.0,,,,2,453,28.3,12.6,36,2.3,2.0,0.1,0.0,21.0,10.5,1.3,2,,,0.0,,2014,3.0,WAS,,,73,,,,38,,,195,474,,,,,23.7,,7.4,12.5,0.0,
,,,,366.0,2.0,,,1988-01-09,,52.4,,,,,,,,,,,,,,,0,,,,,9.0,0.0,5-11,,,,,,1.0,231.0,7.0,,,,,99.0,,,,38,,Andre Roberts,,,,,,,,,,RobeAn00,,,,,,,,0,135,15.0,12.3,11,1.2,,,,,,,0,,,,,2015,,WAS,,,21,,,,11,,,195,135,,,,,33.0,,,12.3,,
,,,,1181.0,4.0,,,1988-01-09,,56.0,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,16.0,1.0,5-11,,,,,,0.0,747.0,33.0,,,,,42.0,,,85.0,44,,Andre Roberts,,,,,,,,,,RobeAn00,wr,2.0,246.0,20.0,,,,1,188,11.8,13.4,14,0.9,,,,,,,1,,,0.0,,2016,,DET,,,25,,,,14,,,195,188,,,,,22.6,,12.3,13.4,0.0,
,,,,1073.0,0.0,,,1988-01-09,,25.0,,,,,,,,,,,,,,,4,0.0,2.0,0.0,,16.0,0.0,5-11,,,,,,0.0,860.0,38.0,,,,,61.0,,,27.0,12,,Andre Roberts,,,,,,,,,,RobeAn00,,0.0,201.0,27.0,,,,0,12,0.8,12.0,1,0.1,,,,,,,0,,,0.0,,2017,,ATL,,,4,,,,1,,,195,12,,,,,22.6,,7.4,12.0,0.0,
,,,,1597.0,3.0,,,1988-01-09,,58.8,,,,,,,,,,,,,,,3,0.0,1.0,0.0,,16.0,1.0,5-11,,,,,,1.0,1174.0,40.0,,,,,99.0,,,78.0,20,18.0,Andre Roberts,,,,,,,,,,RobeAn00,wr,1.0,324.0,23.0,,,,1,79,4.9,7.9,10,0.6,2.0,0.1,0.0,20.0,10.0,1.3,1,,,0.0,,2018,,NYJ,,,17,,,,12,,,195,99,,,,,29.4,,14.1,8.3,0.0,
,,,,914.0,,,,1988-01-09,,42.9,,,,,,,,,,,,,,,1,0.0,1.0,0.0,,13.0,0.0,5-11,,,,,,0.0,664.0,25.0,,,,,66.0,,,22.0,7,7.0,Andre Roberts,,,,,,,,,,RobeAn00,,0.0,223.0,28.0,,,,0,20,1.5,6.7,3,0.2,1.0,0.1,0.0,7.0,7.0,0.5,0,,,0.0,,2019,,BUF,,,7,,,,4,,,195,27,,,,,26.6,,8.0,6.8,0.0,
,,,,9336.0,27.0,0.0,,1988-01-09,,53.1,,,,,,,,,,,,,,,18,0.0,8.0,0.0,,148.0,41.0,5-11,,,,,,2.0,4745.0,189.0,,,,,99.0,,,85.0,74,19.0,Andre Roberts,,,,,,,,,,RobeAn00,,3.0,1477.0,166.0,,,,15,3010,20.3,11.7,257,1.7,12.0,0.1,0.0,104.0,8.7,0.7,15,,,0.0,,Career,9.0,,,,484,,,,269,,,195,3114,,,,,25.1,,8.9,11.6,0.0,
